Wallabys,Chick fil A,Cheesecake Factory
"Ordered the surf \u0026amp; turf, a drink and a cinnamon roll. The total was $20.97. \u00a0That\u0026#39;s for one person! \u00a0I thought, ok, I guess I\u0026#39;m splurging on a really nice meal. \u00a0I selected a table back in the room with the sports tv, which gave me something to watch while eating. \u00a0When the food came, it was 4 standard sized shrimp, of the variety you can buy a large bag of at Costco for $15, and 4 small pieces of tri-tip. \u00a0 I ordered the \u0026#34;chips\u0026#34; which is french fries for us Yanks. Also a side salad. \u00a0The fries were luke warm. \u00a0The meat was a little gristly, and the ranch dressing was weak and watery. \u00a0I could put up with this in a fast food restaurant if it had cost me $8-10. \u00a0But for $21, I expected more. \u00a0Also, the floor is perpetually slick with meat grease being tracked out of the serving area by the serving staff. \u00a0On the plus side, the $5 cinnamon roll is huge, although this one was lacking in icing for my taste. \u00a0The bbq sauce is pretty tasty. \u00a0I won\u0026#39;t say I won\u0026#39;t go back, but it was not worth the amount charged in my opinion.","I have been very impressed with this Chick-fil-A. The food is always consistent. I really enjoy the Greek yogurt parfait for a healthier breakfast option. The restaurant is ALWAYS spotless and the staff is extremely friendly. I have always felt appreciated and well take care of at this location. Any time I have heard people around me have issues with their orders, the staff goes far beyond what is expected in resolving the issue. Even if it takes refunding the client along with giving them a free meal.",Horrible horrible restaurant. I have never experienced such prejudice. As a visitor from out of town on 04Feb2020 I had to walk out after waiting at my table for 30 minutes for service in a nearly empty restaurant. Servers very well walked past me and when I complained I got a half assed apology. While everyone apparently was enjoying thier time cackling instead of paying attn to guests. I will be calling headquarters to complain and will boycott this restaurant for the rest of my life. So utterly disgusted they donot deserve half a star
The food was amazing all of the ribs were incredible the lemon chicken was great the potatoes were awesome the cucumber salad was incredible the beans were great everything at such a unique flavor and some really wild barbecue sauce is definitely coming back again,We waited in line for the drive thru today for what felt like a while around 5:30 and then we realized that the cashier was talking to one of her friends in the car in front of us and showing off her engagement ring. We were on a time crunch and it was really annoying to see that\u0026#39;s what was holding up the line of six cars behind me.,"Mostly good food and service. However, the manager advised that the owner does not like the restaurant to be well lit...\u0026#34;for ambiance\u0026#34;. \u00a0My party was seated at around 7p and it was so dark that you could not read the menu or see the food. The manager did offer alternate solutions. For example, he brought 2 tea light candles in brown glasses that did absolutely nothing. Also, he suggested we turn on the flashlight feature on our phones and set our water glasses on top to make a sort of make-shift lantern. My nephew did this with his phone and it died before half the meal was over. Basically, the manager and staff at Cheesecake Factory are not allowed to touch the light switches to increase the lighting to acceptable levels for paying customers because the owner likes them barely on."
I have tried this place a few times several times in each location and their food blows. I don\u0026#39;t know why I think it will be different every time I go ?? But it\u0026#39;s just dry bbq. Blahhhhh,We were super bummed. Just went in for breakfast got 3 four piece chick minis in meals and 2 chickfila biscuits in the drive through. We got home and went to feed our daughter the tator tots only to realize they didn\u0026#39;t put them in our bag. Kind of a bummer. We didn\u0026#39;t have time to drive back before I dropped my husband off for work.,"Some things I didn\u0026#39;t like.\u003cbr\u003e\u003cbr\u003e1. Busy and crowded with long uncomfortable/awkward waiting.\u003cbr\u003eThis is a very busy location, but fine, we were there with friends so we didn\u0026#39;t mind waiting, however it was too crowded. \u00a0There wasn\u0026#39;t enough bench space for our party of 5 so we had to stand around in the crowded waiting area which felt like a bar because of the amount of people moving around. \u00a0Which brings me to the next item I noticed.\u003cbr\u003e\u003cbr\u003e2. \u00a0The lighting\u003cbr\u003eIt\u0026#39;s a little too dark in there. \u00a0This may be subjective, but when I have a tab of $100+ I\u0026#39;d like to better see the food I purchased. The light is so low it does take away from the dining experience and feel a little like a bar experience.\u003cbr\u003e\u003cbr\u003e3. Entitled hostess\u003cbr\u003eCalled us over to be seated, then had us waiting for a couple minutes for someone to seat us (maybe 5 minutes maybe more, not sure, it seemed like a long time). Hostess who seated us was in a hurry, not friendly, rolled her eyes at us. Wouldn\u0026#39;t let us sit down before giving us the menus, was getting irritated when we didn\u0026#39;t take the menus fast enough (reminder we hadn\u0026#39;t even gotten in our seats yet).\u003cbr\u003e\u003cbr\u003eThings I liked.\u003cbr\u003e\u003cbr\u003e1. Waiter was solid.\u003cbr\u003eWas able to get us an appetizer and wine well before the entrees.\u003cbr\u003e\u003cbr\u003e2. Food was good, especially the cheesecake \u0026amp; the wine.\u003cbr\u003e\u003cbr\u003e3. Booth was big enough to seat 6 and seated 5, somewhat comfortably."
Food was delicious. Restaurant was gross. No utensils. Tons of dirty tables. Sticky floor.,"I LOVE chick fil a. I was looking forward to eating it during my lunch. Here I am, walking towards chick fil a with a happy, excited stomach. I go up and order a grilled chicken sandwich and a large fry, and I asked for chick fil a sauce. Kathy was quiet so I assumed it\u0026#39;s just her personality. So after we finish I asked for chick fil a sauce. Kathy gives me one packet. One little packet. HOW AM I SUPPOSED TO EAT A LARGE FRY WITH ONE PACKET. Also, she didn\u0026#39;t say \u0026#34;my pleasure\u0026#34;. Beyond disappointed that chick fil a would tolerate this.","What is there not to like about the Cheesecake Factory right?\u003cbr\u003e\u003cbr\u003eWell... there\u0026#39;s the fact that when we did a pick up of cheese cake, the server dropped the cheesecake on the counter as she attempted to put it into the to go container. Smashed some of the side and then threw it in the container and covered that up with whipped cream. \u003cbr\u003e\u003cbr\u003eFortunately it wasn\u0026#39;t my order, but goes to show that $8 cheesecake can\u0026#39;t be wasted even if potentially contaminated by a surface it shouldn\u0026#39;t have touched. But hey \u0026#34;cover that up with whipped cream\u0026#34; and no one is the wiser."
"If you like jerkey their dry meat will hopefully suffice. If you like taking bites out of heads of cabbage their coleslaw is for you. Bland food? They got it. \u003cbr\u003e\u003cbr\u003eTri-tip was decent, the ribs were decent and the smashers were alright. Everything else I tried was eh...\u003cbr\u003e\u003cbr\u003eThe best part were the fruit juices they offered. \u003cbr\u003e\u003cbr\u003eBut hey..... you might like it.",Always good fast service in the morning it may get a little busy btw but my grandpa also says it\u0026#39;s pretty good coffee even though I don\u0026#39;t drink coffee.,"This location\u0026#39;s service has gotten worst over the years. We always come here since it\u0026#39;s the closest compared to the others for birthdays and special occasions. We enjoy the variety food choices and of course the cheesecakes. However, this past dinning experience has left me thinking if we should continue this tradition any longer. \u003cbr\u003e\u003cbr\u003eTo start, we got there at 530pm on a Wednesday normal night and still had to wait until 6:10 to be seated. Waited for another 10 mins to even get any service for drink orders. Food came out about 30 mins later which is decent except only for few people in our group. Mind you that food was not delivered by our server so we never got an update of when the other people\u0026#39;s food are coming. We continue to wait another 10 mins but got too hunger and didnt want the food tonget cold. About another 5 mins passed by we finally had to waive over the server to find out when the other foods coming. She checked back with us and turns out they burnt the food and had to remake it. Meanwhile, my order was missing an item that it should come with (avacados) and really not the same without it so I asked her if it should come with this. She said I\u0026#39;ll find out. She came back am told me yes and I said ok (my mistake here cause I assumed she was going to correct this). So I waited and waited but by this time my food is cold and I kinda gave up and lost appetite. Finally the remade food came for my daughter and I asked her if she is planning to give me the avacados, she said she thought I asked if it should come with it and that I didnt want it. Finally everyone (kids) were in melt down mode so I just wanted the check and wanted to ask to remove my order off the check. She came back and said well I got you your avacado. I said my food is cold now anyway. She answered well the avacado goes on top of your food. I was speechless at that point and just asked for the manager. Another 20 mins went by, by this time my wife already took some of the kids to the car already since they wouldn\u0026#39;t have the patients to wait that long... the time is about 7:50 now. Almost 2.5 hrs since we got there. The manager came by and just said we took the order off and didnt really even give me a chance to explain what I am typing in on here. So after everything settle, I left the restaurant at 8pm defeated, exhausted, and hungry... anyway thanks for letting me vent on here. \u003cbr\u003e\u003cbr\u003eI know these servers and managers are good people trying to make a living but I am just want to give this feedback so they can better improve their service for what the customers are paying for. The meals are not cheap."
Excellent food! \u00a0Busy place is a good sign of great food... Come early to beat the smart crowd. \u00a0Loved their smasher potatoes and shrimp on the Barbie. \u00a0 Great sides and lots of sauces to choose from for your tender meat choices. \u00a0We are coming back soon!!!,"I always love going to Chick-fil-A! This place was no different than experiences I\u0026#39;ve had at other locations.\u003cbr\u003e\u003cbr\u003eThey have two drive thru lanes which helps speed up drive thru time and are usually very fast with the service.\u003cbr\u003e\u003cbr\u003eThey have a playground for kids which is indoors, not incredibly huge, but looks like a great place for kids! Unfortunately I can\u0026#39;t give you any first hand experience considering that I\u0026#39;m not a kid nor do I have any kids. However, I have seen many kids in there having fun! This place is great for families.\u003cbr\u003e\u003cbr\u003eThe restaurant is very clean inside and has a mixture of booths and tables. They have condiments and straws and napkins (everything except their Chick-fil-A sauces) out on shelves which makes it nice to go grab what you need for your meal. The employees bring your food out to you. Furthermore, as it is Chick-fil-A, they always have friendly service and say \u0026#34;my pleasure\u0026#34; instead of \u0026#34;you\u0026#39;re welcome\u0026#34;! \u003cbr\u003e\u003cbr\u003eMy favorite menu items are the Chick-fil-A deluxe sandwich with pepper jack cheese or the chicken strips which are also delicious. My favorite sauces are the Chick-fil-A sauce and the Polynesian sauce.\u003cbr\u003e\u003cbr\u003eI hope that you have a good experience here as well!","We love the food here and come here several times throughout the year. We were taking a group out to celebrate a birthday and i spoke to a manager weeks in advance and they said they do not take reservations for more than 6 people. He told me to come at five o clock to put our name down. We did just that only to be told it was a 3.5 hour wait. The manager was not helpful and very dismissive when trying to explain the situation. The food is good, but not waiting-3.5 hours-good. Please figure out your reservation situation. Groups greater than 6 are the people that need reservations. You guys have this backwards. I\u0026#39;m very frustrated with this situation and will be some time before i visit again."
"This is an honest 5 star review. \u00a0The staff warmly greeted us, the food was delivered fast, and really tasty. We were genuinely asked how everything was. Sometimes you get good food, sometimes you get good service, today, we got both!","First timer: food was really good, especially the chocolate milkshake! I had a chicken sandwich with bacon. Service was exceptional!","As someone that loves cheesecake, I can honestly say that I never had a bad meal at this place.\u003cbr\u003e\u003cbr\u003eI came here with some friends recently, and the food and service were excellent. I was finally able to order an alcoholic drink due to the state laws, which was a HUGE plus. \u00a0\u003cbr\u003e\u003cbr\u003eThe wait for a table was about 10 minutes which wasn\u0026#39;t bad considering it was a Sunday afternoon and fairly busy. Once seated I knew what I wanted, cajun jambalaya. \u003cbr\u003e\u003cbr\u003eWhen the food finally came, it was fantastic. The spiciness of the food was just what I needed. Not to mention that the portion size was just enough to fill me up, which is hard to do. \u003cbr\u003e\u003cbr\u003eSara was the server, and she did an awesome job of adhering to my parties needs. We could not have had a better server. Everything was perfect and exquisite. \u003cbr\u003e\u003cbr\u003eIf I am ever back in Utah I will make sure to stop by."
"I am a chef who was raised in the south. So I admit that I am pretty picky when it comes to barbecue. This place would not win any awards in barbecue competition. But if you are looking for some tasty nontraditional barbecue you could definitely do much worse than wallabies. The pulled pork was good, the beans were a little undercooked but not bad. good coleslaw. good pulled chicken, aside from kind of weird honey chipotle sauce. Friendly staff. Fast service. Both Pepsi and Coke on the tap, which I appreciate. Barbecue sauces on the table where pretty good. Everything considered, I would come back and recommend wallabies to friends.","Chick-fil-A EVERY DAY! But seriously, I could come to this location every day. I\u0026#39;m pretty sure the staff thinks I have an addiction to the amazing original chicken sandwiches...As always, I receive excellent service, and my order is ALWAYS right. (Even if it wasn\u0026#39;t they fix it right away, no questions asked.) I am a raving fan of Chick-fil-A and will continue to stop here for lunch!",Horrible curbside service absolutely horrible 90 minute wait for cold food and you reply for me to contact Cheesecake Factory and use the drop down menu....
Love this place! Get their ribs or the tri-tip with the smashers and rice and beans as sides! Had to stop in today because I was craving it!,The customer service is great at all chick-fil-as but I have always had my order processed promptly and correctly each time I have gone to this store. I frequent this drive through. The chick-fil-a sauce is the best.,"Worst service ever during this time of Covid-19. Will never order from then again. Over 90 minutes for a take out order. Delivered cold...not even warm\u003cbr\u003eCheesecake Factory responded and wanted me to go to their website...no contact me \u003ca href=\""mailto:msbusico@gmail.com\""\u003emsbusico@gmail.com\u003c/a\u003e"
"My wife and I tried this place last night for the first time. Looking at the menu, the Melbourne burger with chips sounded good to both of us so we ordered two of them to go. I didn\u0026#39;t realize how good pineapple might be on a burger but wow! It was delicious. The meat was cooked well and the overall combination of flavors in the burger were so good. The fry sauce they serve is like a campfire sauce and has a smoky barbecue flavor. I wish the prices were a little better and we\u0026#39;d eat there more but they\u0026#39;re not bad. We\u0026#39;ll definitely go again.",I\u0026#39;ve never been disappointed by Chick-Fil-A. \u00a0This location is like most but less busy in my opinion. \u00a0A few thoughts: They apparently have iced coffee now which is nice. \u00a0Chick-Fil-A sauce is good on anything. \u00a0So is their Polynesian sauce. \u00a0Their Kid\u0026#39;s Meals serving size seems smaller than others but at least you can switch out the toy for a vanilla ice cream cone.,"What has happened to the Murray, Utah Cheesecake Factory? \u00a0The front line people that meet, greet and seat customers need a crash course in manners and need to be taught to be polite. \u00a0There is a true lack of customer service in this restaurant! \u00a0Not too sure we will go back"
"I have been to wallabys several times because I really enjoy their meat and especially their raspberry BBQ sauce, but every time I\u0026#39;m also really dissatisfied by their service. Today they let their silverware run out and They told me it would be 3 minutes before fresh ones came out. Then 5 minutes later they brought out plastic ones, which I am sure they could have brought immediately. Also, it appears they have no designated bus boy because there are always more tables covered in dishes than clean ones we can actually use. Of the 8 booths they have, tonight two were occupied and 6 were covered by trash. After our 20-30 minute dinner someone, our server, finally came out to start cleaning off tables. By that point, there were only about 3 clean tables in the place in the least desirable locations. I also saw no less than 5 people standing in the kitchen just talking, which is inexcusable when the dining area is a disaster. \u003cbr\u003e\u003cbr\u003eIn the past I have also experienced the same. I watched the table le next to me complain to a worker that the sun was in their eyes so the asked that the blinds be dropped (this was at the old location). 40 minutes later the couple left and nothing had been done. The tables are never bussed and items are rarely stocked. It really is quite a shame because the food is quite good, but tonight may have been my last time going here.",I ordered a number one and a sandwich plus a shake and I only got on sandwich.. I didn\u0026#39;t get a receipt. I was mad,"Brunch: Finally got around to having brunch at CF. Was pleasantly surprised. Food portions are huge, as always at CF. Had the Monte Cristo and it was pretty good. Always compare this to the one at Disneyland, but it was decent. Tad to sweet for some reason. So damn full."
"Kinda like an Outback Steakhouse with a quieter family feel. The food was great, I\u0026#39;ve eaten here a few times. I just wish my pulled pork had been a little more warmed up. They had a great 2 for $20 deal going on and we are stuffed! Their new location is welcoming as well.",Great food. They always say \u0026#34;my pleasure\u0026#34; whenever you say \u0026#34;thank you\u0026#34;. I\u0026#39;m always amazed at how well trained and professional the staff is. Most fast food restaurants have turtle-eyed teenagers who don\u0026#39;t care but chick-fil-a has happy well mannered folks.,"Worst customer service I\u0026#39;ve ever experienced here. \u00a0I receive a text that says my order is ready and to come by the front door for pick up. \u00a0The line is around the building which delayed me getting my order for 25 minutes AFTER I received the text that it was ready. If we would have at least received some kind of an apology, a simple \u0026#34;I\u0026#39;m sorry for the inconvenience\u0026#34; would have made the cold food at least bearable."
"We love this place! My favorite meat is the pulled pork with lots of delicious peach BBQ sauce. The mac \u0026amp; cheese is wonderful, as are the baked beans. The highlight of the meal is the plate sized, to die for, cinnamon roll. Warm and gooey. Pure deliciousness!",This is the best fast food place for quality of food and service! Every time I go the service is fast and done with a smile. Everything I have got has been good.,Yet another well run centrally located Cheesecake Factory location. Parking can be rough but isnt that common of Cheesecake factories?! Had the spicy cashew chicken and it was awesome. I loved that the chicken was slightly crunchy. Plenty of cashews and a great flavor. I recommend ordering it with white rice. Their brown bread is just fantastic.
"We love Wallabys. It\u0026#39;s delicious. I like that they have different styles of BBQ sauce to choose from. Honestly it is the best BBQ around here and it\u0026#39;s not overpriced for what you get. Their desserts aren\u0026#39;t that great, so don\u0026#39;t waste your money on those. But the pulled pork is to die for.",My favorite place to go for a chicken sandwich. \u00a0Service is always good. \u00a0Their chick fil a sauce is amazing,"We love The Cheesecake Factory, mainly for their cheesecake,duh. It\u0026#39;s always super busy, and really noisy because it\u0026#39;s always so busy. There\u0026#39;s normally a line to the door. There\u0026#39;s never not a line to be honest. So I highly recommend doing a reservation ahead of time. There was \u00a0one instance where we arrived at our reservation time, only to wait an additional 40 mins to be seated. So what\u0026#39;s the point of a reservation to be honest. We didn\u0026#39;t love our food we ordered. But the appetizers we ordered were delish, along with our cheesecake. I\u0026#39;m giving this 4 Stars because although the atmosphere is noisy and crowded and always busy, you do have the option of coming in to get just a slice of cheesecake to go. Or ordering it online for pickup. Which is what we\u0026#39;ve done a few times to take it home."
We were looking for a place to eat and happen to run across wallabies. I thought the food was good for the price that you pay. I ended up ordering surf and turf and was pretty happy about it. We had two kids with us and the only thing that they really liked was the mac \u0026amp; cheese. I would say this place is more for adults.,"Great location. Really fast and I\u0026#39;m always satisfied with their food. I do wish their salads were a little colder and crunchier, but I\u0026#39;ll try ordering the chicken on the side.","Usually this is a go to spot for dinners with my family. I\u0026#39;ve come here for lunches and dinners with friends / family. I also buy a cake here every year for my husband\u0026#39;s birthday... \u003cbr\u003etoday however was the worst experience I\u0026#39;ve had and it happened to be for my sister\u0026#39;s birthday.\u003cbr\u003eWe put the reservation for a party of 5 under my sister\u0026#39;s husband\u0026#39;s name, Sam.\u003cbr\u003eThey called \u0026#34;Party of 5 for Sal.\u0026#34; \u003cbr\u003eWe were standing by the booth and let the lady know that we were a \u0026#34;Party if 5 for Sam\u0026#34; not \u0026#34;Sal\u0026#34; and she said, \u0026#34;well, Sal is the name.\u0026#34; \u003cbr\u003eWe were going back and forth with her because no one else was here. \u003cbr\u003eAnother associate of hers corrected her and said, \u0026#34;it\u0026#39;s their party. The name should be under Sam.\u0026#34;\u003cbr\u003eWe finally were seated. \u003cbr\u003eOur waiter was nice, however he did not write down our orders when we put them in. He kept asking us to repeat the order. \u00a0I always feel skeptical about that because I\u0026#39;ve had bad experiences before when this had happened. \u003cbr\u003eMy sister ordered cheeseburger spring rolls and they finally came with her order but gave us taquitos instead. We let the waiter know about the correction and they said they would fix it. \u003cbr\u003eAbout 10 minutes later, another waiter came and brought my other sister her entree except my other sister ordered fettuccini with chicken and they brought us just fettuccini was with no chicken.\u003cbr\u003eWe waited until another waiter walked by to flag them down and let them know that our order was wrong. The third waiter said he would put in the correction.\u003cbr\u003eWe always say a family prayer and we do not start eating until everyone gets their food. It took over an hour for us to get our food and to get the right entrees. Then when we got our food they came out at different times. Keep in mind we have now been here for over an hour and a half. \u003cbr\u003eAnother waiter ended up serving us the rest of the night. She was nice and checked in on us for refills but it was overall a very sad experience because we have already been seated here for over an hour and a half and can barely start eating. \u003cbr\u003eAlso we ordered 3 sides of macaroni and cheese and a waiter \u00a0that brought over the 3rd macaroni and cheese thought we only ordered 2 and we told him we ordered 3. The original waiter that took our order came over and told this other waiter that we actually DID order 3. \u003cbr\u003e\u003cbr\u003eThis place has low lights in the night and it\u0026#39;s bright during the day. It can get Very loud and it\u0026#39;s a struggle to talk. I\u0026#39;ve always liked the vibes, whether night or day, but such a sad night. I still tipped the waiter over $20 but overall horrible customer service."
"Good basic BBQ with a few specialty sauces that are ok. Meat doesn\u0026#39;t have a distinct smoke flavor. Brisket had a very flavorful bark, but it\u0026#39;s shredded so you don\u0026#39;t get much of that bark. Service was fast and friendly. Sides are good and they have some unique offerings. Great for groups with people who aren\u0026#39;t big fans of BBQ or don\u0026#39;t have a taste for smokier styles.",Great fast food. I\u0026#39;m not usually a fan of fast food places but this place is more like a sit down quality with drive thru convenience.,wonderful place for a night out. The food is great and the cheesecakes are marvelous! I would give a 5 but the length of wait always is what knocks it down for me.
"We recently visited this location on Monday, September 7th. This was our first time, and definitely not our last! Amy helped us out a lot. She gave us great recommendations for the the meal itself, and the desserts! The Oreo brownie and the bread pudding are to die for! My wife said it was the best bread pudding she\u0026#39;s EVER had. :) Also, waaaaaay better than Dickey\u0026#39;s! Keep up the good work!","Tis the season to be jolly! There\u0026#39;s a lot to look forward to in the Christmas season, and if you\u0026#39;ve had it before you\u0026#39;ll know why I say Peppermint Milkshakes are the reason I love December. I don\u0026#39;t even like peppermint, but they do the most PERFECT ratio of peppermint to ice cream. My five stars goes to that. Everything else is pretty good, too. But if I thought there was a possibility of them going out of business I would eat there everyday just to make sure they were still in business til next December.",Second time here and it was delicious all the way. No matter what I order from the menu they always make it right. Our server Simon is so attentive and so pleasant to deal\u003cbr\u003eWith our orders and he is very accommodating. Talking about superb customer service is definitely his a game! We tip him generously of course. Food was great! You will not regret the long wait. It is worth it! Plies the dessert! Heaven!
Love love love wallabys they are the best! Great food! Great service! Great pricing! They\u0026#39;ve catered at a few events I\u0026#39;ve been to also and that has been just great ( all you can eat)... Would recommend to anyone!,"I don\u0026#39;t get the Chick-fil-A hype. \u00a0I have been here several times because my wife\u0026#39;s family loves it, but every time I go, I am met with an entirely mediocre sandwich and decent fries. \u00a0They do have good customer service, I suppose, but that\u0026#39;s not enough to make up for their lack of flavorful meals.","If you like waiting 2 hours to be seated, knock yourself out. \u00a0Food is meh at best. \u00a0Wait staff are beasts."
"Somewhere between meh and eww. \u00a0Party of four had dinner rather late on a Saturday. \u00a0BBQ was meh - I\u0026#39;ve had better and I\u0026#39;ve had worse. \u00a0Sides were meh at best (coleslaw) trending towards inedible (mixed vegetables: old and not fully cooked). \u00a0Rolls were not fresh and on one of four was soggy. \u00a0That was two strikes. \u00a0Yer out was called with the arrival of stale and dried out bread pudding. \u00a0To Wallaby\u0026#39;s credit they replaced the dessert upon request and the substitute was fine. \u00a0But seriously, why even serve that portion?\u003cbr\u003e\u003cbr\u003eThe restaurant was dirty - many tables had not been bussed and sat cluttered throughout our meal. \u00a0Trying to be charitable it was late.\u003cbr\u003e\u003cbr\u003eSeparately, perhaps forgivable. \u00a0But taken together, the poor food preparation, stale portions, and dirty dining area all indicate staff that either don\u0026#39;t care or don\u0026#39;t know what to do. Not going back.","What can I say? Chic-fil-a never disappoints. Always awesome service, and the food is always on point. Just praying for the day the peppermint shake is year round. I personally love the chicken strips or spicy sandwich. And if you have t tried their waffle fries, that is a must. Add some Chic-fil-a sauce, and you\u0026#39;re in business.",Followed up using the link and instructions provided in the feedback and no one from the Cheesecake Factory ever got back to me.
Food is great here. I just wish they were at the old location. It was much closer to home.,"I come to Chick-Fil-A waaaay more than I would like to admit but this location in particular is the very best! I\u0026#39;ve been to a few other locations and don\u0026#39;t like them as much. The service here is always so fast, the workers are the nicest, and the fries are always hot. By far the best Chick-Fil-A I\u0026#39;ve been to, and they\u0026#39;ve never messed up my order which is a plus!","Grossed out! \u00a0 Came late on New Year\u0026#39;s Eve to order takeout at the desert area. \u00a0Informed there would be a 20 minute wait which was fine as they were very busy. \u00a0 \u00a0Soon after our order, \u00a0a server walked over to the outside register area to exchange currency. \u00a0 He had very long hair which looked quite dirty. \u00a0I am talking past mid-waist. He proceeded to spend more than five minutes combing through his long hair with his fingers. \u00a0 He also spent a long time scratching his scalp. \u00a0 \u00a0I watched in horror when he went behind the counter to get desserts for customers. \u00a0 He then spent the next couple of minutes again playing with his long hair. \u00a0 If I had not already paid for the food and it was so late I would\u0026#39;ve left. \u00a0 I don\u0026#39;t know if the state of Utah has health laws about keeping your hair tied back, but all of the women had their hair in at least a loose ponytail. \u00a0 Even if it\u0026#39;s not a state of Utah law, it should certainly be a Cheesecake Factory rule."
"The food was good but bad business practice. They only cater to their two for $18 promotion. What happens if you\u0026#39;re an odd number. I had to order my own plate. Te two for 18 gets a dessert, the single plate doesn\u0026#39;t. Kind of stupid. I asked if mine included a dessert they said it didn\u0026#39;t. It made me mad enough where I won\u0026#39;t be coming back.","Very good quality food, and delicious. Also, the employees are always polite, they seem like they really like there job. Will def go again!","You know what you\u0026#39;re getting here and I appreciate that it\u0026#39;s always consistent. We came here for dinner before our show last night, a Friday night. We though getting in before 6pm the wait wouldn\u0026#39;t be too bad. We arrived around 5:20 and it was packed already. Given a buzzer for a 50 minute wait. We hovered near the bar tables to see if anything came up sooner. Around 6pm we found a bar table opening and jumped on it. I personally prefer sitting at their bar tables.\u003cbr\u003e\u003cbr\u003eMy mom and I shared the Chicken Piccata (subbed the regular chicken for the cheese crusted chicken from the Chicken Romano dish) and my dad ordered the Chicken Madeira (my mom\u0026#39;s favorite dish). Both dishes were large and flavorful. We then shared the lemon raspberry and chocolate turtle cheesecakes. \u003cbr\u003e\u003cbr\u003eThe reason I\u0026#39;m writing this review though is for our server Tara. She\u0026#39;s was absolutely phenomenal. On top of drinks and service despite how packed the restaurant was. She was a joy to talk to as well. She even help us with paying our bill as we split between gift cards and credit cards. Truly a gem!"
Slow service even after the lunch rush. I went in at 2:07 and didn\u0026#39;t get my food till 2:27. The food was great the wait was not! There was only 2 other people in when I walked in.,I hated chicken nuggets until I discovered Chick Fil-A. Their food is quite delicious. The service is fantastic. And who doesn\u0026#39;t appreciate an establishment with real values?? (Answer: liberals),"I ordered two pieces of cheesecake tonight online. I got the confirmation that said it would be ready by 7:29. I understood that that might be a little off so wasn\u0026#39;t worried when it wasn\u0026#39;t ready when I got there. I then waited 40 minutes at which point I went in to get a refund. I wasn\u0026#39;t upset at this specific location because I thought it was probably more an issue with the ordering system. However, when I went to get my refund the person at the register, who I believe was the manager but I could be wrong, treated me with total apathy and no remorse. All I would have asked for was a little sympathy and I would have been happy with the location. I didn\u0026#39;t get that so I\u0026#39;m frustrated with both this location and the inaccuracy of the ordering system."
"I have always loved wallabys for their smashers, everything else I\u0026#39;ve tried has been good, but nothing too rave worthy. my main problem with this place is the staff. they always seem to be understaffed, and the ones that are there do not give a crap about their job. a little overpriced, but I\u0026#39;ll keep coming here for takeout:)","I like the food here, but my last two visits had problems. \u00a0(I\u0026#39;ve only been to this location about 4 times.)\u003cbr\u003e\u003cbr\u003eA few weeks ago, I ordered a Deluxe Sandwich and a Grilled Chicken Club Sandwich. \u00a0I received a Grilled Chicken Sandwich (not a club) and a regular Chicken sandwich. \u00a0So they got both of my sandwiches wrong.\u003cbr\u003e\u003cbr\u003eTonight, I again ordered a Deluxe Sandwich and a Grilled Chicken Club sandwich. \u00a0I received 2 Deluxe sandwiches. \u00a0\u003cbr\u003e\u003cbr\u003eIn both cases, the ticket on the boxes had the correct sandwiches listed, which means the people putting the sandwiches in the boxes don\u0026#39;t know the difference between the various sandwiches. \u00a0\u003cbr\u003e\u003cbr\u003eAdditionally, tonight my meal cost $10.11, and I paid $20.26. \u00a0I only received $10 back, instead of $10.15. \u00a0I don\u0026#39;t care about the 15 cents, or I would have said something. \u00a0But it concerns me the the girl that took my money doesn\u0026#39;t know the difference between a quarter and a dime. \u00a0\u003cbr\u003e\u003cbr\u003eAll of these problems lead me to believe that these people either haven\u0026#39;t been properly trained or are simply not qualified for the job.",The Cheesecake Factory has been a Family favorite for many years. Recently we had a \u00a0Family mini reunion and I asked the waitress what my options were for side dish options beyond don\u0026#39;t eat toast or hash browns. She went down the list of some vegetables then she offered me BACCON! A Keto girl\u0026#39;s dream side dish!\u003cbr\u003e\u003cbr\u003eThank you Cheesecake Factory!
